code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1677.17,1721.85,1651.22,1720.74,3927348.0,0.0,sample
600519.SH,2026-04-06,1704.95,1762.6,1696.32,1730.03,16458406.0,0.54,sample
600519.SH,2026-04-07,1739.72,1783.49,1713.54,1778.54,29062104.0,2.8,sample
600519.SH,2026-04-08,1770.19,1786.78,1702.25,1731.53,3982771.0,-2.64,sample
600519.SH,2026-04-09,1748.54,1782.8,1681.15,1698.82,30843075.0,-1.89,sample
600519.SH,2026-04-10,1711.69,1756.35,1699.57,1734.57,3962785.0,2.1,sample
600519.SH,2026-04-13,1750.56,1793.37,1735.01,1775.81,33870789.0,2.38,sample
600519.SH,2026-04-14,1794.09,1802.27,1697.79,1724.09,40577431.0,-2.91,sample
600519.SH,2026-04-15,1732.51,1760.66,1706.07,1728.51,15247843.0,0.26,sample
600519.SH,2026-04-16,1737.97,1744.15,1709.3,1727.55,37287037.0,-0.06,sample
600519.SH,2026-04-17,1712.19,1730.46,1664.35,1685.36,36674127.0,-2.44,sample
600519.SH,2026-04-20,1681.58,1769.76,1665.79,1735.52,2845649.0,2.98,sample
600519.SH,2026-04-21,1719.27,1796.03,1705.68,1773.16,39474969.0,2.17,sample
600519.SH,2026-04-22,1796.01,1803.41,1765.59,1790.88,12255507.0,1.0,sample
600519.SH,2026-04-23,1814.23,1816.0,1784.96,1790.08,20988979.0,-0.04,sample
600519.SH,2026-04-24,1782.94,1811.78,1765.44,1800.69,42201494.0,0.59,sample
600519.SH,2026-04-27,1825.9,1857.68,1772.22,1799.17,27174010.0,-0.08,sample
600519.SH,2026-04-28,1814.52,1816.51,1779.61,1800.28,23690336.0,0.06,sample
600519.SH,2026-04-29,1788.52,1878.39,1775.32,1850.01,49015274.0,2.76,sample
600519.SH,2026-04-30,1842.21,1877.1,1833.56,1855.86,31975386.0,0.32,sample
600519.SH,2026-05-01,1883.39,1919.63,1845.71,1876.08,16252344.0,1.09,sample
600519.SH,2026-05-04,1870.38,1932.67,1843.55,1908.26,32968943.0,1.72,sample
600519.SH,2026-05-05,1883.8,1954.94,1861.39,1943.63,48491323.0,1.85,sample
600519.SH,2026-05-06,1971.5,2008.37,1919.87,1954.21,3130155.0,0.54,sample
