code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1670.61,1706.92,1654.97,1697.01,28124058.0,0.0,sample
600519.SH,2026-04-06,1698.14,1714.69,1694.02,1712.56,7168815.0,0.92,sample
600519.SH,2026-04-07,1729.13,1753.02,1724.38,1746.82,17330352.0,2.0,sample
600519.SH,2026-04-08,1723.9,1755.91,1668.62,1696.89,16934412.0,-2.86,sample
600519.SH,2026-04-09,1692.7,1738.29,1674.0,1733.46,46617402.0,2.16,sample
600519.SH,2026-04-10,1738.59,1757.91,1706.64,1750.16,8252628.0,0.96,sample
600519.SH,2026-04-13,1763.29,1786.65,1679.71,1702.94,34057743.0,-2.7,sample
600519.SH,2026-04-14,1682.71,1722.63,1656.58,1693.6,19742116.0,-0.55,sample
600519.SH,2026-04-15,1677.76,1726.67,1653.47,1705.04,37358819.0,0.68,sample
600519.SH,2026-04-16,1715.24,1731.9,1705.82,1724.2,10791360.0,1.12,sample
600519.SH,2026-04-17,1725.02,1735.36,1680.76,1689.03,34595066.0,-2.04,sample
600519.SH,2026-04-20,1669.04,1739.16,1646.45,1708.0,15456425.0,1.12,sample
600519.SH,2026-04-21,1706.84,1773.64,1690.25,1746.4,6763025.0,2.25,sample
600519.SH,2026-04-22,1763.89,1790.91,1741.71,1767.51,29989764.0,1.21,sample
600519.SH,2026-04-23,1747.25,1750.76,1702.65,1726.07,33481024.0,-2.34,sample
600519.SH,2026-04-24,1719.85,1726.9,1674.53,1692.11,12657847.0,-1.97,sample
600519.SH,2026-04-27,1707.12,1732.64,1664.54,1665.18,39832927.0,-1.59,sample
600519.SH,2026-04-28,1640.25,1662.32,1610.98,1631.55,28642643.0,-2.02,sample
600519.SH,2026-04-29,1611.51,1662.65,1600.31,1654.79,23549499.0,1.42,sample
600519.SH,2026-04-30,1649.99,1672.12,1627.77,1660.01,34927422.0,0.32,sample
600519.SH,2026-05-01,1662.23,1737.96,1633.5,1706.81,21460498.0,2.82,sample
600519.SH,2026-05-04,1728.81,1734.98,1660.37,1671.88,24904580.0,-2.05,sample
600519.SH,2026-05-05,1672.54,1686.88,1628.32,1628.91,49934921.0,-2.57,sample
600519.SH,2026-05-06,1650.61,1687.45,1636.65,1675.57,22640833.0,2.86,sample
600519.SH,2026-05-07,1697.17,1725.49,1646.06,1675.42,13037940.0,-0.01,sample
600519.SH,2026-05-08,1672.93,1719.36,1659.67,1711.88,5581289.0,2.18,sample
600519.SH,2026-05-11,1687.42,1708.3,1661.86,1690.52,31380796.0,-1.25,sample
600519.SH,2026-05-12,1696.08,1717.16,1683.14,1710.53,31501058.0,1.18,sample
600519.SH,2026-05-13,1707.42,1732.81,1653.93,1679.22,43271775.0,-1.83,sample
600519.SH,2026-05-14,1662.51,1670.91,1654.19,1669.17,23355934.0,-0.6,sample
600519.SH,2026-05-15,1651.6,1707.62,1626.5,1688.57,29018618.0,1.16,sample
600519.SH,2026-05-18,1709.15,1719.72,1628.08,1660.99,46815573.0,-1.63,sample
600519.SH,2026-05-19,1668.76,1691.19,1607.16,1619.02,23683106.0,-2.53,sample
600519.SH,2026-05-20,1642.37,1658.24,1560.08,1574.74,40987718.0,-2.73,sample
600519.SH,2026-05-21,1574.84,1593.11,1544.92,1581.14,27259021.0,0.41,sample
600519.SH,2026-05-22,1572.4,1615.55,1555.0,1589.24,16459917.0,0.51,sample
600519.SH,2026-05-25,1588.71,1594.88,1560.94,1589.29,15734598.0,0.0,sample
600519.SH,2026-05-26,1612.89,1633.76,1585.07,1599.76,23329281.0,0.66,sample
600519.SH,2026-05-27,1604.01,1647.23,1589.96,1632.48,16050531.0,2.05,sample
600519.SH,2026-05-28,1649.47,1676.66,1636.61,1676.48,18291155.0,2.7,sample
600519.SH,2026-05-29,1683.88,1698.4,1618.46,1639.12,9142343.0,-2.23,sample
600519.SH,2026-06-01,1634.51,1699.91,1628.6,1681.87,47375645.0,2.61,sample
600519.SH,2026-06-02,1677.61,1743.93,1669.01,1712.67,1337762.0,1.83,sample
600519.SH,2026-06-03,1725.39,1774.23,1698.36,1748.85,49767108.0,2.11,sample
600519.SH,2026-06-04,1724.51,1772.74,1699.66,1766.46,11537986.0,1.01,sample
600519.SH,2026-06-05,1782.54,1821.72,1749.24,1788.56,2378988.0,1.25,sample
