code,trade_date,open,high,low,close,volume,amount,pct_change,source
600519.SH,2026-04-03,1676.69,1711.61,1662.13,1699.24,44842828.0,76198727050.72,0.0,sample
600519.SH,2026-04-06,1703.42,1744.05,1680.21,1730.13,48365458.0,83678529849.54,1.82,sample
600519.SH,2026-04-07,1747.56,1761.63,1694.44,1713.64,22232847.0,38099095933.08,-0.95,sample
600519.SH,2026-04-08,1724.31,1746.21,1651.4,1670.46,26444428.0,44174359196.88,-2.52,sample
600519.SH,2026-04-09,1681.86,1684.57,1663.16,1681.48,12306494.0,20693123531.12,0.66,sample
600519.SH,2026-04-10,1681.82,1735.21,1671.96,1725.72,38054780.0,65671894941.6,2.63,sample
600519.SH,2026-04-13,1735.43,1780.99,1732.42,1764.44,8083216.0,14262349639.04,2.24,sample
600519.SH,2026-04-14,1750.14,1781.76,1728.7,1779.35,37833558.0,67319141427.3,0.85,sample
600519.SH,2026-04-15,1752.84,1854.49,1745.36,1818.91,29843964.0,54283484559.24,2.22,sample
600519.SH,2026-04-16,1807.41,1842.2,1795.82,1838.08,1524200.0,2801601536.0,1.05,sample
600519.SH,2026-04-17,1845.56,1903.67,1845.1,1881.64,19191997.0,36112429235.08,2.37,sample
600519.SH,2026-04-20,1882.04,1902.63,1848.29,1871.41,40583756.0,75948846815.96,-0.54,sample
600519.SH,2026-04-21,1899.06,1900.34,1804.8,1841.08,41036864.0,75552149573.12,-1.62,sample
600519.SH,2026-04-22,1845.11,1854.85,1786.37,1817.44,49136073.0,89301864513.12,-1.28,sample
600519.SH,2026-04-23,1815.24,1824.88,1778.18,1790.38,32563008.0,58300158263.04,-1.49,sample
600519.SH,2026-04-24,1798.5,1843.49,1774.77,1825.12,44798977.0,81763508902.24,1.94,sample
600519.SH,2026-04-27,1845.21,1856.82,1765.24,1774.84,40966062.0,72708205480.08,-2.75,sample
600519.SH,2026-04-28,1754.43,1815.78,1741.75,1793.77,41180372.0,73868115882.44,1.07,sample
600519.SH,2026-04-29,1771.62,1810.53,1761.08,1805.66,31096561.0,56149816335.26,0.66,sample
600519.SH,2026-04-30,1821.19,1836.14,1776.23,1780.28,49915241.0,88863105247.48,-1.41,sample
600519.SH,2026-05-01,1774.48,1789.88,1762.04,1787.62,44920558.0,80300887891.96,0.41,sample
600519.SH,2026-05-04,1794.35,1798.1,1776.18,1789.71,7108134.0,12721498501.14,0.12,sample
600519.SH,2026-05-05,1807.08,1833.17,1781.82,1812.05,39633262.0,71817452407.1,1.25,sample
600519.SH,2026-05-06,1820.69,1845.76,1803.0,1817.12,33197095.0,60323105266.4,0.28,sample
600519.SH,2026-05-07,1828.43,1839.1,1749.26,1784.43,21168751.0,37774154346.93,-1.8,sample
600519.SH,2026-05-08,1787.65,1800.28,1739.94,1760.87,38207038.0,67277627003.06,-1.32,sample
600519.SH,2026-05-11,1741.9,1772.43,1715.88,1728.86,5335414.0,9224183848.04,-1.82,sample
600519.SH,2026-05-12,1704.27,1777.42,1681.18,1768.2,10520712.0,18602722958.4,2.28,sample
