code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1685.79,1694.08,1615.06,1646.32,21888253.0,0.0,sample
600519.SH,2026-04-06,1651.75,1663.75,1591.08,1615.53,43273088.0,-1.87,sample
600519.SH,2026-04-07,1606.45,1659.38,1587.09,1653.79,2897918.0,2.37,sample
600519.SH,2026-04-08,1659.13,1693.46,1641.51,1677.36,46648781.0,1.43,sample
600519.SH,2026-04-09,1667.4,1731.09,1640.72,1709.04,9524278.0,1.89,sample
600519.SH,2026-04-10,1726.91,1736.35,1706.28,1723.03,23501161.0,0.82,sample
600519.SH,2026-04-13,1697.23,1778.58,1669.12,1746.32,20768622.0,1.35,sample
600519.SH,2026-04-14,1740.75,1752.05,1701.25,1724.21,49711675.0,-1.27,sample
600519.SH,2026-04-15,1737.8,1754.5,1670.93,1692.49,42692153.0,-1.84,sample
600519.SH,2026-04-16,1689.81,1715.47,1634.48,1644.29,25639457.0,-2.85,sample
600519.SH,2026-04-17,1640.63,1663.2,1638.99,1645.28,30095182.0,0.06,sample
600519.SH,2026-04-20,1662.75,1678.17,1576.23,1602.71,26773087.0,-2.59,sample
600519.SH,2026-04-21,1620.74,1630.94,1555.1,1581.84,16504855.0,-1.3,sample
600519.SH,2026-04-22,1591.61,1595.51,1556.03,1567.95,20543406.0,-0.88,sample
600519.SH,2026-04-23,1559.94,1624.27,1551.55,1597.48,8301425.0,1.88,sample
600519.SH,2026-04-24,1573.53,1644.45,1549.26,1636.08,11983670.0,2.42,sample
600519.SH,2026-04-27,1657.19,1682.59,1629.02,1652.42,40881424.0,1.0,sample
600519.SH,2026-04-28,1668.74,1695.75,1651.2,1694.76,17258672.0,2.56,sample
600519.SH,2026-04-29,1719.48,1734.36,1652.73,1661.86,46263045.0,-1.94,sample
600519.SH,2026-04-30,1638.21,1721.0,1624.34,1687.78,44197568.0,1.56,sample
600519.SH,2026-05-01,1687.11,1721.95,1676.51,1699.74,21828070.0,0.71,sample
600519.SH,2026-05-04,1718.01,1755.46,1710.31,1726.41,39073525.0,1.57,sample
600519.SH,2026-05-05,1711.09,1749.81,1699.43,1722.99,21685659.0,-0.2,sample
600519.SH,2026-05-06,1747.17,1750.44,1681.36,1693.29,26529390.0,-1.72,sample
600519.SH,2026-05-07,1672.83,1736.61,1665.12,1715.76,1606733.0,1.33,sample
600519.SH,2026-05-08,1711.98,1727.25,1707.71,1722.97,4172503.0,0.42,sample
600519.SH,2026-05-11,1708.47,1761.24,1706.52,1731.41,12955907.0,0.49,sample
600519.SH,2026-05-12,1706.61,1724.15,1674.28,1680.2,29714987.0,-2.96,sample
600519.SH,2026-05-13,1676.21,1684.38,1618.73,1635.01,1844072.0,-2.69,sample
600519.SH,2026-05-14,1633.88,1637.29,1614.8,1629.88,11679463.0,-0.31,sample
600519.SH,2026-05-15,1614.38,1695.02,1609.62,1673.89,38530501.0,2.7,sample
600519.SH,2026-05-18,1656.04,1691.6,1634.37,1668.63,10895367.0,-0.31,sample
600519.SH,2026-05-19,1667.27,1703.92,1640.75,1671.69,41969336.0,0.18,sample
600519.SH,2026-05-20,1665.34,1700.12,1641.01,1686.85,20952841.0,0.91,sample
600519.SH,2026-05-21,1699.47,1739.72,1679.54,1732.18,15472540.0,2.69,sample
600519.SH,2026-05-22,1720.58,1759.39,1717.23,1733.93,11874620.0,0.1,sample
600519.SH,2026-05-25,1754.42,1784.26,1722.81,1740.14,18593604.0,0.36,sample
600519.SH,2026-05-26,1743.83,1811.86,1726.86,1777.66,40327922.0,2.16,sample
600519.SH,2026-05-27,1782.39,1801.63,1746.89,1751.7,5543358.0,-1.46,sample
600519.SH,2026-05-28,1741.25,1760.95,1725.86,1736.0,30550175.0,-0.9,sample
600519.SH,2026-05-29,1711.14,1812.13,1703.18,1780.67,36777451.0,2.57,sample
600519.SH,2026-06-01,1761.76,1822.25,1742.94,1817.04,14616452.0,2.04,sample
600519.SH,2026-06-02,1811.17,1823.37,1773.52,1802.29,43833882.0,-0.81,sample
600519.SH,2026-06-03,1789.36,1877.62,1787.28,1845.22,40680548.0,2.38,sample
600519.SH,2026-06-04,1849.79,1909.02,1836.82,1895.29,46050892.0,2.71,sample
600519.SH,2026-06-05,1886.82,1916.28,1881.96,1882.85,17760963.0,-0.66,sample
600519.SH,2026-06-08,1871.24,1895.67,1850.14,1887.83,4363725.0,0.26,sample
600519.SH,2026-06-09,1864.46,1969.6,1843.22,1935.65,19162627.0,2.53,sample
600519.SH,2026-06-10,1927.82,1959.47,1910.04,1936.49,42791198.0,0.04,sample
600519.SH,2026-06-11,1937.42,1942.75,1910.13,1915.31,4137100.0,-1.09,sample
600519.SH,2026-06-12,1894.28,1938.52,1893.85,1914.31,44319566.0,-0.05,sample
600519.SH,2026-06-15,1909.18,1946.7,1893.4,1899.59,15917272.0,-0.77,sample
600519.SH,2026-06-16,1904.32,1942.13,1879.26,1901.24,1660316.0,0.09,sample
600519.SH,2026-06-17,1916.16,1929.73,1861.26,1883.06,32515100.0,-0.96,sample
600519.SH,2026-06-18,1855.75,1942.91,1845.74,1933.48,44898731.0,2.68,sample
600519.SH,2026-06-19,1955.48,1969.33,1891.97,1923.78,38114026.0,-0.5,sample
600519.SH,2026-06-22,1910.25,1981.27,1892.11,1956.7,4877781.0,1.71,sample
600519.SH,2026-06-23,1961.2,1991.78,1935.85,1986.01,36712538.0,1.5,sample
600519.SH,2026-06-24,2001.41,2048.57,1978.36,2009.26,29457248.0,1.17,sample
600519.SH,2026-06-25,2034.83,2045.7,1988.31,2006.89,14059120.0,-0.12,sample
