code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1663.28,1703.81,1655.63,1696.78,15328288.0,0.0,sample
600519.SH,2026-04-06,1688.84,1711.71,1671.3,1679.48,33681794.0,-1.02,sample
600519.SH,2026-04-07,1687.04,1758.86,1680.6,1724.43,22661973.0,2.68,sample
600519.SH,2026-04-08,1728.04,1767.33,1705.94,1760.02,16847067.0,2.06,sample
600519.SH,2026-04-09,1738.56,1768.52,1725.29,1752.78,34943084.0,-0.41,sample
600519.SH,2026-04-10,1731.84,1743.38,1711.11,1741.86,41024423.0,-0.62,sample
600519.SH,2026-04-13,1718.14,1795.61,1697.73,1772.42,9672410.0,1.75,sample
600519.SH,2026-04-14,1798.2,1809.49,1753.46,1780.31,41424859.0,0.45,sample
600519.SH,2026-04-15,1766.17,1792.68,1739.83,1750.99,39417459.0,-1.65,sample
600519.SH,2026-04-16,1775.57,1803.13,1680.08,1711.12,34478317.0,-2.28,sample
600519.SH,2026-04-17,1725.87,1764.01,1721.39,1756.09,49233144.0,2.63,sample
600519.SH,2026-04-20,1762.13,1783.67,1724.24,1729.56,10548393.0,-1.51,sample
600519.SH,2026-04-21,1739.84,1760.22,1704.66,1707.65,6029287.0,-1.27,sample
600519.SH,2026-04-22,1689.89,1749.05,1678.13,1746.75,35171680.0,2.29,sample
600519.SH,2026-04-23,1768.47,1769.68,1716.49,1728.95,30808575.0,-1.02,sample
600519.SH,2026-04-24,1714.85,1722.87,1674.56,1685.12,22296001.0,-2.54,sample
600519.SH,2026-04-27,1710.14,1742.28,1702.85,1705.43,11710231.0,1.21,sample
600519.SH,2026-04-28,1715.35,1725.99,1668.97,1687.32,42579159.0,-1.06,sample
600519.SH,2026-04-29,1676.91,1708.81,1658.19,1701.34,33823718.0,0.83,sample
600519.SH,2026-04-30,1712.45,1765.25,1684.52,1747.27,14654113.0,2.7,sample
600519.SH,2026-05-01,1745.98,1755.12,1694.71,1708.23,42927174.0,-2.23,sample
600519.SH,2026-05-04,1698.49,1720.33,1680.37,1706.82,3382578.0,-0.08,sample
600519.SH,2026-05-05,1717.22,1787.27,1712.47,1755.6,29025273.0,2.86,sample
600519.SH,2026-05-06,1753.4,1768.26,1747.46,1767.28,46691441.0,0.67,sample
600519.SH,2026-05-07,1771.46,1785.4,1758.27,1760.5,41699058.0,-0.38,sample
600519.SH,2026-05-08,1755.56,1789.81,1726.65,1750.69,17557331.0,-0.56,sample
600519.SH,2026-05-11,1732.75,1763.1,1721.47,1727.87,2506538.0,-1.3,sample
600519.SH,2026-05-12,1748.04,1757.86,1715.67,1736.46,12299734.0,0.5,sample
600519.SH,2026-05-13,1756.83,1770.58,1706.9,1728.17,10205295.0,-0.48,sample
600519.SH,2026-05-14,1703.56,1801.27,1697.48,1773.69,23261560.0,2.63,sample
600519.SH,2026-05-15,1748.1,1771.28,1714.18,1730.56,37483824.0,-2.43,sample
600519.SH,2026-05-18,1708.45,1745.5,1682.2,1719.4,17944492.0,-0.64,sample
600519.SH,2026-05-19,1714.66,1746.19,1676.76,1701.01,22891607.0,-1.07,sample
600519.SH,2026-05-20,1718.35,1735.46,1638.15,1656.59,15207076.0,-2.61,sample
600519.SH,2026-05-21,1672.85,1696.21,1650.88,1653.33,4346100.0,-0.2,sample
600519.SH,2026-05-22,1674.89,1691.56,1607.84,1624.34,29214566.0,-1.75,sample
600519.SH,2026-05-25,1611.63,1630.87,1604.16,1626.82,7153870.0,0.15,sample
600519.SH,2026-05-26,1645.81,1660.64,1612.58,1622.87,46457814.0,-0.24,sample
600519.SH,2026-05-27,1626.68,1631.46,1615.24,1621.08,5437209.0,-0.11,sample
600519.SH,2026-05-28,1622.65,1666.36,1617.26,1642.75,27440910.0,1.34,sample
600519.SH,2026-05-29,1659.76,1686.33,1634.51,1635.81,21185576.0,-0.42,sample
600519.SH,2026-06-01,1643.17,1648.21,1625.5,1644.58,9970101.0,0.54,sample
600519.SH,2026-06-02,1651.78,1653.22,1580.01,1600.67,12979648.0,-2.67,sample
600519.SH,2026-06-03,1590.44,1616.91,1566.14,1599.2,16540318.0,-0.09,sample
600519.SH,2026-06-04,1581.02,1637.56,1556.59,1631.43,2173533.0,2.02,sample
600519.SH,2026-06-05,1650.71,1694.66,1630.23,1663.77,47530693.0,1.98,sample
600519.SH,2026-06-08,1679.69,1721.55,1648.06,1692.14,23258294.0,1.71,sample
600519.SH,2026-06-09,1697.45,1725.24,1677.23,1718.73,38693710.0,1.57,sample
600519.SH,2026-06-10,1707.77,1739.32,1676.42,1720.66,10232498.0,0.11,sample
600519.SH,2026-06-11,1711.31,1737.3,1698.37,1700.43,44173174.0,-1.18,sample
600519.SH,2026-06-12,1675.59,1730.92,1648.02,1698.49,23749811.0,-0.11,sample
600519.SH,2026-06-15,1682.52,1738.13,1661.12,1731.25,13818400.0,1.93,sample
600519.SH,2026-06-16,1748.89,1773.7,1729.24,1746.7,5227659.0,0.89,sample
600519.SH,2026-06-17,1746.99,1776.09,1663.81,1694.74,10910643.0,-2.97,sample
600519.SH,2026-06-18,1686.55,1742.01,1675.61,1726.15,33993245.0,1.85,sample
600519.SH,2026-06-19,1702.12,1755.73,1679.98,1737.42,9535785.0,0.65,sample
600519.SH,2026-06-22,1719.82,1721.13,1700.43,1714.58,11047525.0,-1.31,sample
600519.SH,2026-06-23,1727.56,1728.88,1661.57,1682.88,3347700.0,-1.85,sample
600519.SH,2026-06-24,1683.23,1761.28,1657.44,1728.61,30366978.0,2.72,sample
600519.SH,2026-06-25,1746.29,1767.33,1707.44,1732.93,23744574.0,0.25,sample
