code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1693.34,1734.93,1688.59,1701.88,25968075.0,0.0,sample
600519.SH,2026-04-06,1687.95,1715.17,1673.99,1679.62,13139185.0,-1.31,sample
600519.SH,2026-04-07,1691.54,1728.03,1690.37,1723.15,21418497.0,2.59,sample
600519.SH,2026-04-08,1713.49,1758.79,1682.55,1738.93,8278152.0,0.92,sample
600519.SH,2026-04-09,1748.46,1767.27,1675.48,1707.19,31727032.0,-1.83,sample
600519.SH,2026-04-10,1712.72,1775.53,1683.89,1749.05,24711766.0,2.45,sample
600519.SH,2026-04-13,1739.22,1820.44,1733.31,1790.26,19010483.0,2.36,sample
600519.SH,2026-04-14,1796.58,1863.92,1770.11,1830.11,8316470.0,2.23,sample
600519.SH,2026-04-15,1837.13,1857.7,1754.61,1789.1,18465238.0,-2.24,sample
600519.SH,2026-04-16,1815.29,1834.12,1750.93,1757.87,23735337.0,-1.75,sample
600519.SH,2026-04-17,1774.29,1795.06,1764.78,1775.57,29294171.0,1.01,sample
600519.SH,2026-04-20,1751.1,1842.53,1747.35,1809.24,12294727.0,1.9,sample
600519.SH,2026-04-21,1816.48,1860.69,1815.24,1842.1,21040214.0,1.82,sample
600519.SH,2026-04-22,1830.11,1851.78,1794.66,1827.28,35962346.0,-0.8,sample
600519.SH,2026-04-23,1847.57,1876.71,1828.22,1828.43,48673122.0,0.06,sample
600519.SH,2026-04-24,1829.23,1857.41,1809.36,1836.14,7662348.0,0.42,sample
600519.SH,2026-04-27,1848.1,1863.67,1799.0,1828.94,49429576.0,-0.39,sample
600519.SH,2026-04-28,1815.41,1892.52,1787.19,1866.21,24700354.0,2.04,sample
600519.SH,2026-04-29,1866.38,1880.53,1796.3,1830.59,41351057.0,-1.91,sample
600519.SH,2026-04-30,1842.29,1848.74,1806.87,1820.1,22176708.0,-0.57,sample
600519.SH,2026-05-01,1826.74,1854.64,1799.2,1808.82,41646911.0,-0.62,sample
600519.SH,2026-05-04,1792.37,1821.61,1746.3,1778.9,21769370.0,-1.65,sample
600519.SH,2026-05-05,1804.96,1828.61,1728.57,1751.87,2114005.0,-1.52,sample
600519.SH,2026-05-06,1771.06,1795.08,1745.82,1781.97,12248274.0,1.72,sample
600519.SH,2026-05-07,1763.9,1786.96,1763.43,1765.39,33874243.0,-0.93,sample
600519.SH,2026-05-08,1787.5,1802.13,1706.49,1730.81,6958038.0,-1.96,sample
600519.SH,2026-05-11,1707.91,1800.09,1693.3,1768.08,1709008.0,2.15,sample
600519.SH,2026-05-12,1754.95,1754.99,1712.31,1743.79,43098526.0,-1.37,sample
600519.SH,2026-05-13,1750.86,1773.02,1702.89,1735.42,18443379.0,-0.48,sample
600519.SH,2026-05-14,1713.96,1731.3,1689.84,1714.45,24563986.0,-1.21,sample
600519.SH,2026-05-15,1691.17,1719.92,1654.2,1680.48,32475758.0,-1.98,sample
600519.SH,2026-05-18,1698.29,1712.72,1648.11,1677.43,3425631.0,-0.18,sample
600519.SH,2026-05-19,1653.98,1705.55,1650.4,1690.19,44571207.0,0.76,sample
600519.SH,2026-05-20,1702.72,1716.08,1665.5,1678.4,20563278.0,-0.7,sample
600519.SH,2026-05-21,1670.32,1714.99,1654.93,1707.79,28481368.0,1.75,sample
600519.SH,2026-05-22,1721.52,1731.05,1701.69,1726.66,41505440.0,1.1,sample
600519.SH,2026-05-25,1720.17,1748.19,1652.12,1677.0,37638531.0,-2.88,sample
600519.SH,2026-05-26,1662.53,1664.74,1634.34,1662.19,4014365.0,-0.88,sample
600519.SH,2026-05-27,1669.62,1676.3,1626.18,1654.6,32274557.0,-0.46,sample
600519.SH,2026-05-28,1657.53,1688.01,1650.65,1666.4,3925719.0,0.71,sample
