code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1679.41,1684.67,1635.24,1664.6,45829056.0,0.0,sample
600519.SH,2026-04-06,1651.64,1705.68,1636.23,1701.6,30007718.0,2.22,sample
600519.SH,2026-04-07,1694.88,1776.27,1692.47,1747.56,48293208.0,2.7,sample
600519.SH,2026-04-08,1732.15,1808.56,1727.84,1798.43,4892162.0,2.91,sample
600519.SH,2026-04-09,1781.16,1792.3,1757.83,1783.74,11924552.0,-0.82,sample
600519.SH,2026-04-10,1789.35,1791.24,1770.64,1787.12,44476614.0,0.19,sample
600519.SH,2026-04-13,1787.63,1843.47,1778.01,1815.74,5666996.0,1.6,sample
600519.SH,2026-04-14,1832.26,1866.33,1768.03,1775.81,36068818.0,-2.2,sample
600519.SH,2026-04-15,1794.81,1812.09,1739.71,1763.58,7274492.0,-0.69,sample
600519.SH,2026-04-16,1789.76,1803.88,1747.28,1754.14,4238950.0,-0.54,sample
600519.SH,2026-04-17,1746.95,1771.06,1741.73,1745.24,44704642.0,-0.51,sample
600519.SH,2026-04-20,1758.6,1773.98,1690.72,1720.01,45544618.0,-1.45,sample
600519.SH,2026-04-21,1745.56,1757.23,1680.22,1687.64,33298720.0,-1.88,sample
600519.SH,2026-04-22,1682.58,1736.66,1657.41,1708.88,35272231.0,1.26,sample
600519.SH,2026-04-23,1718.33,1787.11,1692.16,1757.3,8564356.0,2.83,sample
600519.SH,2026-04-24,1767.32,1780.7,1677.33,1708.85,49760775.0,-2.76,sample
600519.SH,2026-04-27,1688.32,1753.36,1684.32,1725.83,34738610.0,0.99,sample
600519.SH,2026-04-28,1740.7,1743.61,1706.24,1739.71,22144642.0,0.8,sample
600519.SH,2026-04-29,1757.63,1760.63,1753.55,1758.45,5699472.0,1.08,sample
600519.SH,2026-04-30,1776.16,1801.74,1739.33,1771.26,36025207.0,0.73,sample
600519.SH,2026-05-01,1756.59,1784.33,1745.42,1778.07,25486510.0,0.38,sample
600519.SH,2026-05-04,1758.16,1760.03,1725.14,1756.58,38705666.0,-1.21,sample
600519.SH,2026-05-05,1780.41,1783.1,1757.54,1767.16,30920575.0,0.6,sample
