code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-04-03,1691.22,1711.4,1684.09,1696.82,32809154.0,0.0,sample
600519.SH,2026-04-06,1700.91,1727.98,1672.69,1681.6,48557701.0,-0.9,sample
600519.SH,2026-04-07,1682.5,1742.82,1678.83,1710.83,42152027.0,1.74,sample
600519.SH,2026-04-08,1718.73,1728.97,1678.06,1710.5,26788494.0,-0.02,sample
600519.SH,2026-04-09,1710.47,1750.22,1685.8,1745.3,44715804.0,2.03,sample
600519.SH,2026-04-10,1749.85,1814.94,1729.21,1783.71,40167422.0,2.2,sample
600519.SH,2026-04-13,1809.7,1823.71,1700.63,1734.66,43824371.0,-2.75,sample
600519.SH,2026-04-14,1725.0,1800.52,1705.19,1771.24,36476843.0,2.11,sample
600519.SH,2026-04-15,1779.27,1792.63,1705.44,1735.4,36609507.0,-2.02,sample
600519.SH,2026-04-16,1732.08,1807.3,1709.88,1780.56,38102855.0,2.6,sample
600519.SH,2026-04-17,1784.29,1850.86,1777.32,1815.21,19893515.0,1.95,sample
600519.SH,2026-04-20,1789.7,1838.95,1786.93,1824.72,48555305.0,0.52,sample
600519.SH,2026-04-21,1833.91,1846.38,1799.13,1836.35,10471498.0,0.64,sample
600519.SH,2026-04-22,1839.01,1887.05,1819.61,1853.9,21687182.0,0.96,sample
600519.SH,2026-04-23,1877.7,1908.99,1855.63,1867.62,31713805.0,0.74,sample
600519.SH,2026-04-24,1864.42,1933.02,1856.03,1901.94,26901531.0,1.84,sample
600519.SH,2026-04-27,1908.35,1928.7,1899.92,1905.81,3263672.0,0.2,sample
600519.SH,2026-04-28,1896.19,1920.81,1859.74,1887.22,48659882.0,-0.98,sample
600519.SH,2026-04-29,1910.47,1917.0,1849.69,1860.74,48388529.0,-1.4,sample
600519.SH,2026-04-30,1841.12,1913.06,1805.19,1897.86,16683541.0,1.99,sample
600519.SH,2026-05-01,1923.01,1988.91,1916.8,1950.6,2053060.0,2.78,sample
600519.SH,2026-05-04,1945.67,1958.18,1918.38,1940.09,18351703.0,-0.54,sample
600519.SH,2026-05-05,1926.16,2011.27,1889.27,1996.83,49616065.0,2.92,sample
600519.SH,2026-05-06,1981.63,1996.72,1935.98,1969.13,19173386.0,-1.39,sample
600519.SH,2026-05-07,1991.25,2015.77,1934.94,1947.25,33732076.0,-1.11,sample
600519.SH,2026-05-08,1960.16,2009.42,1938.91,1979.01,30243799.0,1.63,sample
600519.SH,2026-05-11,1961.58,2009.55,1957.48,1973.67,38467912.0,-0.27,sample
600519.SH,2026-05-12,1969.17,1973.63,1955.79,1961.39,30728515.0,-0.62,sample
600519.SH,2026-05-13,1959.73,1975.18,1901.08,1918.84,26112753.0,-2.17,sample
